lmx0,lmx1,lmx2,lmx3,lmx4,lmx5,lmx6,lmx7,lmx8,lmx9,lmx10,lmx11,lmx12,lmx13,lmx14,lmx15,lmx16,lmx17,lmx18,lmx19,lmx20,lmy0,lmy1,lmy2,lmy3,lmy4,lmy5,lmy6,lmy7,lmy8,lmy9,lmy10,lmy11,lmy12,lmy13,lmy14,lmy15,lmy16,lmy17,lmy18,lmy19,lmy20,lmz0,lmz1,lmz2,lmz3,lmz4,lmz5,lmz6,lmz7,lmz8,lmz9,lmz10,lmz11,lmz12,lmz13,lmz14,lmz15,lmz16,lmz17,lmz18,lmz19,lmz20
0.20393089950084686,0.2619651257991791,0.3142699897289276,0.3413364887237549,0.36044734716415405,0.28016483783721924,0.2902282178401947,0.3002869784832001,0.3027701675891876,0.22954484820365906,0.23816995322704315,0.24995176494121552,0.25304046273231506,0.1824791431427002,0.19146791100502014,0.20179682970046997,0.20466560125350952,0.14156675338745117,0.13718664646148682,0.14530892670154572,0.15178285539150238,1.031862735748291,1.0193060636520386,0.9663913249969482,0.9125416874885559,0.869829535484314,0.8783861994743347,0.8332600593566895,0.8880041837692261,0.9306355118751526,0.8732094168663025,0.819222092628479,0.8786539435386658,0.9211024641990662,0.883152961730957,0.8152586221694946,0.8668258786201477,0.9102043509483337,0.9042293429374695,0.8589469194412231,0.890490710735321,0.921824038028717,-2.615679193240794e-07,-0.02283584140241146,-0.038094621151685715,-0.0525209903717041,-0.06439647823572159,-0.026693634688854218,-0.055423736572265625,-0.0699639618396759,-0.07495886087417603,-0.027537351474165916,-0.05398614704608917,-0.05961795523762703,-0.058779649436473846,-0.03202245384454727,-0.05711877718567848,-0.05021575465798378,-0.04033924639225006,-0.03790036216378212,-0.05465293303132057,-0.04775942862033844,-0.03834351897239685
0.17346473038196564,0.24105101823806763,0.2964111268520355,0.3412739038467407,0.3807985186576843,0.2850288152694702,0.31983456015586853,0.33810436725616455,0.35168832540512085,0.2380760908126831,0.25609898567199707,0.2647657096385956,0.2723192274570465,0.18583887815475464,0.1890108287334442,0.18955549597740173,0.19271758198738098,0.1336500495672226,0.12153109908103943,0.11206677556037903,0.10694138705730438,0.9887678623199463,1.0018199682235718,0.9834563732147217,0.9739807844161987,0.9688647389411926,0.8696299195289612,0.8354960083961487,0.8148705959320068,0.7928255200386047,0.8286070823669434,0.7985536456108093,0.7743871212005615,0.7540408372879028,0.8127109408378601,0.7698080539703369,0.7360408306121826,0.7039086818695068,0.817564845085144,0.7816181778907776,0.753355085849762,0.7279099225997925,6.101901135480148e-07,-0.00707639753818512,-0.009440083988010883,-0.014031557366251945,-0.019333109259605408,0.017619796097278595,0.0219939686357975,0.01848539523780346,0.013464556075632572,0.01572798378765583,0.02512175589799881,0.021873582154512405,0.0165094081312418,0.010883497074246407,0.014842023141682148,0.008492117747664452,0.0012633752776309848,0.004915422294288874,0.005370732396841049,0.004632662981748581,0.0033490967471152544
0.16233447194099426,0.21866264939308167,0.2665621042251587,0.2912002503871918,0.3100684881210327,0.2794097363948822,0.3228797912597656,0.3360806107521057,0.3356701731681824,0.23359382152557373,0.25253888964653015,0.25051194429397583,0.23583316802978516,0.17846105992794037,0.1860610395669937,0.18307600915431976,0.17380043864250183,0.11857070028781891,0.10219550132751465,0.09582585096359253,0.0922250747680664,0.9576539993286133,0.9659169316291809,0.9532912373542786,0.9525938034057617,0.9563778638839722,0.8180394172668457,0.7787817716598511,0.7504845261573792,0.7326691746711731,0.7701230645179749,0.7045982480049133,0.6772558689117432,0.6741158962249756,0.752154529094696,0.6803061962127686,0.6525872945785522,0.6454833745956421,0.7586048245429993,0.7055239081382751,0.6809346079826355,0.6724130511283875,5.217009402258554e-07,-0.017383180558681488,-0.03101043961942196,-0.0470828078687191,-0.0650910958647728,-0.01388796791434288,-0.02994626574218273,-0.0463721789419651,-0.05777435377240181,-0.018715132027864456,-0.030635735020041466,-0.04402783885598183,-0.05360595881938934,-0.025849727913737297,-0.03600073233246803,-0.04551811143755913,-0.05243640020489693,-0.03436689451336861,-0.04415392503142357,-0.046645913273096085,-0.04688835144042969
0.1280766725540161,0.16453403234481812,0.22100073099136353,0.26160183548927307,0.3026421070098877,0.2540542781352997,0.30608484148979187,0.3223726153373718,0.3224443197250366,0.2122803032398224,0.24308769404888153,0.24354520440101624,0.22986645996570587,0.16015562415122986,0.17567740380764008,0.16894696652889252,0.15165534615516663,0.10185373574495316,0.0938107967376709,0.07765062153339386,0.05631051957607269,0.8875453472137451,0.9332724809646606,0.9515080451965332,0.9579650163650513,0.9758809804916382,0.7897746562957764,0.7444692850112915,0.7169078588485718,0.6882418394088745,0.7221159934997559,0.6471143960952759,0.6006816625595093,0.5629671812057495,0.6923917531967163,0.6127302646636963,0.5693833827972412,0.5344794392585754,0.6903550624847412,0.623425304889679,0.5954757332801819,0.5792236328125,5.805126193081378e-07,-0.05448485165834427,-0.09065055102109909,-0.12309417128562927,-0.1555042266845703,-0.06862885504961014,-0.1081363782286644,-0.13900679349899292,-0.15972588956356049,-0.06483998149633408,-0.09584783762693405,-0.11975448578596115,-0.13762348890304565,-0.06587152183055878,-0.09566480666399002,-0.11580108106136322,-0.1293851137161255,-0.07111771404743195,-0.09864669293165207,-0.11023832857608795,-0.11652552336454391
0.13710983097553253,0.18541988730430603,0.2494419515132904,0.3047042489051819,0.35576435923576355,0.25084471702575684,0.2946685254573822,0.3170012831687927,0.33011263608932495,0.2038401961326599,0.23264895379543304,0.23639245331287384,0.23052452504634857,0.14751344919204712,0.16032077372074127,0.14914292097091675,0.133177250623703,0.08790093660354614,0.07209765911102295,0.04510292410850525,0.017252907156944275,0.8671829700469971,0.9200373291969299,0.9277178645133972,0.9330440163612366,0.953527569770813,0.7658297419548035,0.7183440923690796,0.685309886932373,0.6472674608230591,0.6941076517105103,0.6107791066169739,0.5512040257453918,0.4928951859474182,0.6607224941253662,0.5613771677017212,0.501068651676178,0.4458077549934387,0.6595795154571533,0.57729172706604,0.5385456681251526,0.5054326057434082,5.733104444516357e-07,-0.06165940687060356,-0.09930338710546494,-0.13024388253688812,-0.16307154297828674,-0.09585348516702652,-0.13801416754722595,-0.16707581281661987,-0.18771708011627197,-0.09014881402254105,-0.12551942467689514,-0.1476603001356125,-0.16556966304779053,-0.08809410035610199,-0.12490414828062057,-0.14726759493350983,-0.16324938833713531,-0.09005804359912872,-0.12356764078140259,-0.13871346414089203,-0.14881454408168793
0.12796996533870697,0.19908997416496277,0.28080278635025024,0.3435068726539612,0.39794421195983887,0.2549147605895996,0.30867400765419006,0.3438676595687866,0.3708057999610901,0.19604404270648956,0.2251000702381134,0.2361135333776474,0.23805826902389526,0.13122649490833282,0.13875845074653625,0.1316600739955902,0.12031923979520798,0.06808312237262726,0.04842841625213623,0.0281686931848526,0.007252871990203857,0.8499582409858704,0.8880103826522827,0.8831279277801514,0.8799166679382324,0.8881572484970093,0.7500411868095398,0.6875593662261963,0.6441423296928406,0.5956109762191772,0.6862539649009705,0.5975208282470703,0.5349900722503662,0.47131600975990295,0.6594715714454651,0.5550922751426697,0.48263460397720337,0.41339173913002014,0.6635653376579285,0.5758187770843506,0.5291018486022949,0.48793160915374756,5.98349799929565e-07,-0.04952320456504822,-0.08328931033611298,-0.11343157291412354,-0.14793643355369568,-0.09708086401224136,-0.1414749175310135,-0.17142386734485626,-0.19391630589962006,-0.09933267533779144,-0.13909812271595,-0.16462041437625885,-0.18644654750823975,-0.10342865437269211,-0.1424839049577713,-0.16642960906028748,-0.185322567820549,-0.11045964062213898,-0.14568591117858887,-0.16168463230133057,-0.1737430989742279
0.13592270016670227,0.22680091857910156,0.317898154258728,0.384432315826416,0.4420502781867981,0.26688849925994873,0.3319801688194275,0.3763866424560547,0.4166308045387268,0.2018900066614151,0.2263525426387787,0.24507856369018555,0.25907421112060547,0.1356831043958664,0.12132538855075836,0.10877550393342972,0.09997890144586563,0.0737137496471405,0.033835604786872864,0.008443877100944519,-0.015249699354171753,0.8408608436584473,0.8467726111412048,0.8206194639205933,0.7942808866500854,0.7730969190597534,0.7406938672065735,0.6571932435035706,0.6088525056838989,0.5647264719009399,0.7046816945075989,0.6125919818878174,0.5471234321594238,0.4873264729976654,0.7031218409538269,0.6209832429885864,0.5534456372261047,0.48837101459503174,0.7248764634132385,0.6931744813919067,0.6771218180656433,0.6606562733650208,6.083421340008499e-07,-0.03422269597649574,-0.05412859097123146,-0.07378894090652466,-0.09827544540166855,-0.07396278530359268,-0.11037135124206543,-0.13463065028190613,-0.15253138542175293,-0.08215904980897903,-0.11513542383909225,-0.13827922940254211,-0.15812377631664276,-0.09127506613731384,-0.12891963124275208,-0.15217141807079315,-0.17049536108970642,-0.10221502929925919,-0.13936834037303925,-0.15279848873615265,-0.16229987144470215
0.14095130562782288,0.23281706869602203,0.3306375741958618,0.3960431218147278,0.45838361978530884,0.2747778296470642,0.28528836369514465,0.30291110277175903,0.3196204602718353,0.2094893902540207,0.23303814232349396,0.24463286995887756,0.24948881566524506,0.1374569833278656,0.12890654802322388,0.0986512303352356,0.08251336216926575,0.07111366093158722,0.03922151029109955,0.02008134126663208,0.008073851466178894,0.802238941192627,0.7603978514671326,0.6876112818717957,0.6331936717033386,0.5815451145172119,0.668738842010498,0.6777764558792114,0.6698225140571594,0.6472151279449463,0.6903087496757507,0.6702920198440552,0.6633270978927612,0.6487495303153992,0.7298229932785034,0.7746773362159729,0.8298068046569824,0.857375979423523,0.7855702638626099,0.8536165952682495,0.913323163986206,0.9525398015975952,4.89998456032481e-07,-0.058955542743206024,-0.09741568565368652,-0.13004933297634125,-0.1719675064086914,-0.1462627351284027,-0.2213251292705536,-0.2752329707145691,-0.31637752056121826,-0.15962767601013184,-0.2320578545331955,-0.2797672748565674,-0.3230903744697571,-0.17433109879493713,-0.2644914388656616,-0.3044709265232086,-0.3315967917442322,-0.1904958039522171,-0.2742973566055298,-0.30913805961608887,-0.33559292554855347
0.09786145389080048,0.21590368449687958,0.3184208869934082,0.3903535008430481,0.4435959458351135,0.3492864966392517,0.4166628122329712,0.4558563828468323,0.48447033762931824,0.31231889128685,0.3732535243034363,0.40877577662467957,0.442832887172699,0.27206891775131226,0.3161957263946533,0.3449854850769043,0.37279027700424194,0.23227842152118683,0.26834923028945923,0.2884616553783417,0.30836594104766846,0.7888001799583435,0.737907886505127,0.6729704737663269,0.6028994917869568,0.5369542241096497,0.67972731590271,0.6332517266273499,0.6068000197410583,0.5797638893127441,0.6618720293045044,0.628270149230957,0.6031161546707153,0.5771625638008118,0.6433189511299133,0.6096769571304321,0.588467538356781,0.56204754114151,0.6280336380004883,0.5927279591560364,0.5745771527290344,0.5559405088424683,8.251431040662283e-07,-0.036084581166505814,-0.02778077870607376,-0.018487993627786636,-0.00577570078894496,0.08563227206468582,0.11427784711122513,0.11641710996627808,0.11316791921854019,0.10655730962753296,0.14488394558429718,0.14249344170093536,0.13401998579502106,0.1161268949508667,0.15044362843036652,0.15412665903568268,0.14875635504722595,0.1182982549071312,0.1478695422410965,0.1600341796875,0.16337281465530396
0.10904309153556824,0.2253856062889099,0.34675610065460205,0.42644715309143066,0.48163601756095886,0.26486140489578247,0.3057246208190918,0.33198684453964233,0.3533706068992615,0.20270802080631256,0.21199661493301392,0.21930108964443207,0.2245800793170929,0.14587028324604034,0.1401219516992569,0.1456606537103653,0.1524922251701355,0.09287437796592712,0.06301040947437286,0.0342337042093277,0.011717468500137329,0.8172419667243958,0.8010692596435547,0.7491049766540527,0.6909297108650208,0.6357810497283936,0.7572492361068726,0.635504424571991,0.5572679042816162,0.48510026931762695,0.7435108423233032,0.64656001329422,0.5801332592964172,0.5117228627204895,0.7220230102539062,0.6319227814674377,0.5548999309539795,0.47810423374176025,0.6977552771568298,0.614648699760437,0.5542687177658081,0.4956067204475403,-3.822661938102101e-07,-0.033159349113702774,-0.04866883158683777,-0.05710141360759735,-0.06933674216270447,-0.08702043443918228,-0.11563762277364731,-0.1331768035888672,-0.14881810545921326,-0.08925319463014603,-0.1233845204114914,-0.14811623096466064,-0.1716400384902954,-0.0896170437335968,-0.1315770298242569,-0.15700075030326843,-0.17788295447826385,-0.08979526162147522,-0.1314769834280014,-0.14997318387031555,-0.16492421925067902
